record_id,event_type,timestamp_start,timestamp_end,collector_receive_time,ingest_source,schema_version,subscriber_id,account_number,customer_type,enterprise_tenant_id,pii_masked,aaa_session_id,aaa_start_time,aaa_end_time,access_type,bng_id,nas_ip,nas_port,vlan_id,pppoe_session_id,dhcp_lease_id,src_ip,src_port,src_ipv6,src_mac,device_os,device_type,user_agent,dst_ip,dst_port,dst_ipv6,domain,server_asn,server_country,server_city,nat_session_id,nat_public_ip,nat_public_port,nat_pool_id,cgnat_box_id,l3_proto,l4_proto,app_proto,tls_cipher,qos_class,policy_id,policy_action,bytes_up,bytes_down,pkts_up,pkts_down,duration_sec,tcp_syn,tcp_fin,tcp_rst,tcp_retrans,latency_ms,jitter_ms,loss_pct,dns_query,dns_response_ip,dns_rcode,imsi,imei,msisdn,apn,cell_id,pop_id,access_country,access_city,access_longitude,access_latitude,threat_indicator,threat_feed,threat_severity,threat_confidence,service_plan,quota_consumed_mb,billing_rated,warrant_case_id,access_purpose,confidence,deduped,checksum,processing_node,comm_chain
de661887-9a6f-4ef7-bc4c-67bfa8c0b984,flow_log,2025-08-21T05:56:38,2025-08-21T06:44:38,2025-08-21T06:45:05,dpi-mumbai-01,1.0,sub_982519d8,ACCT-975946,Government,ENT-GLOBEX,True,r-fb254a,2025-08-21T05:56:38,2025-08-21T06:44:38,3G,bng-del-1,246.44.19.83,53750,,pppoe-29edd5,dhcp-d5a494,30.246.2.148,63142,,58:d6:1e:23:90:39,Linux,Mobile,Mozilla/5.0 (Linux; Android 12),91.158.89.165,1127,,example.org,15569,UK,London,nat-e3a1ef,127.23.135.196,51742,pool-6,cgn-9,IPv6,QUIC,KERBEROS,TLS1.3-CHACHA20,BE,pol-718,rate_limit,47209089,3723836,151149,196957,1276,32,20,8,3,24.04,1.13,3.58,,60.198.59.92,NXDOMAIN,,,,,,pop-MUM,IN,Bangalore,81.35350636,27.23837658,,,3,0.94,Retail-100M,137307,False,,streaming,0.79,False,d23f57270f994423a14ffecd7d82dbfe,proc-delhi-01,30.246.2.148 -> 67.141.99.114 -> 91.158.89.165
b46adbb4-0df5-4802-b5f1-b9697a5ee053,policy_match,2025-08-22T18:01:04,2025-08-22T18:25:04,2025-08-22T18:25:33,dpi-delhi-02,1.0,sub_4a2b6ce1,ACCT-919325,Individual,ENT-GLOBEX,True,r-cfef4e,2025-08-22T18:01:04,2025-08-22T18:25:04,4G,bng-blr-2,215.172.119.195,38535,,pppoe-884252,dhcp-5d02d7,119.6.135.181,29235,,46:df:b8:c2:44:50,iOS,Laptop,curl/8.0.1,91.44.216.175,62474,,example.org,57265,US,London,nat-f1f3ac,68.164.165.78,61306,pool-13,cgn-10,IPv6,QUIC,MQTT,TLS1.3-AES256-GCM,BE,pol-381,allow,30447955,46579422,320585,102211,408,41,46,9,12,20.09,2.78,4.72,,251.105.117.1,NXDOMAIN,,,,,,pop-MUM,IN,Pune,73.78521233,16.2517499,,,3,0.13,Enterprise-1G,57794,True,,gaming,0.58,True,5fa0a56db5ed40af9638e169ab8c6251,proc-delhi-01,119.6.135.181 -> 206.237.206.191 -> 91.44.216.175
402ea306-3fa4-42fd-a71c-e7a076a47cad,connection,2025-08-20T11:54:33,2025-08-20T12:27:33,2025-08-20T12:27:36,dpi-blr-03,1.0,sub_97b07e5c,ACCT-333978,Enterprise,ENT-GLOBEX,True,r-ee6b80,2025-08-20T11:54:33,2025-08-20T12:27:33,5G,bng-blr-2,205.168.225.136,21248,,pppoe-d7b5d2,dhcp-879ec2,14.135.95.223,33869,,fc:2d:1c:59:23:a5,Linux,Router,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),65.7.134.154,38016,,example.org,13255,US,Mumbai,nat-bed3e8,138.88.132.88,16237,pool-20,cgn-7,IPv4,UDP,KERBEROS,TLS1.3-AES256-GCM,EF,pol-270,block,16307172,39231816,478809,210938,3787,25,3,5,7,46.3,1.32,4.71,,172.197.72.193,NXDOMAIN,,,,,,pop-DEL,IN,Pune,74.84691409,23.71818636,,,1,0.65,Enterprise-1G,59492,True,,streaming,0.63,True,22a3524376724a4a921faeab7a1513ee,proc-mumbai-02,14.135.95.223 -> 236.146.226.160 -> 65.7.134.154
5005728d-197e-4bf8-98b9-20b7e634b7e4,policy_match,2025-08-20T18:11:58,2025-08-20T18:45:58,2025-08-20T18:46:23,dpi-blr-03,1.0,sub_3ff2a7c1,ACCT-275928,Government,ENT-GLOBEX,True,r-c8d184,2025-08-20T18:11:58,2025-08-20T18:45:58,4G,bng-blr-2,6.183.193.158,58606,,pppoe-a1b853,dhcp-f2eaf7,156.226.126.69,43084,,63:26:de:5f:ce:7e,iOS,Router,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),121.198.56.130,3162,,cdn.stark.in,24102,IN,Delhi,nat-9b47b2,164.48.148.18,59704,pool-5,cgn-4,IPv4,QUIC,KERBEROS,TLS1.3-CHACHA20,EF,pol-915,allow,27497638,23415882,10621,36231,3676,41,28,3,14,95.97,12.08,3.02,,30.157.65.183,NOERROR,,,,,,pop-DEL,IN,Bangalore,87.26605078,17.23189134,,,0,0.73,Retail-100M,38977,False,,streaming,0.97,True,04efc90419e1475ba71948f24e6c155a,proc-mumbai-02,156.226.126.69 -> 176.84.137.242 -> 121.198.56.130
f675e396-d7f5-40c5-bb99-173b0426c6bc,connection,2025-08-21T21:02:02,2025-08-21T21:58:02,2025-08-21T21:58:26,dpi-blr-03,1.0,sub_6dd5e58c,ACCT-776161,Individual,ENT-GLOBEX,True,r-576f40,2025-08-21T21:02:02,2025-08-21T21:58:02,4G,bng-blr-5,191.168.93.52,55040,,pppoe-7f3cfb,dhcp-7e9901,13.99.109.151,46718,,d7:09:18:86:f5:32,Linux,Mobile,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),217.232.180.52,25333,,cdn.stark.in,57472,US,Delhi,nat-be95f7,38.180.15.203,47963,pool-3,cgn-8,IPv6,TCP,MQTT,TLS1.3-CHACHA20,EF,pol-519,rate_limit,11780135,18304065,46677,12752,3156,8,1,0,11,83.49,19.87,3.22,,14.67.151.190,SERVFAIL,,,,,,pop-MUM,IN,Pune,70.56348949,19.98425158,phishing,,3,0.68,Enterprise-1G,79139,True,,internet,0.57,True,83d2aeb3d28a47a78074ae20868990ac,proc-mumbai-02,13.99.109.151 -> 244.97.128.106 -> 217.232.180.52
e9964aff-f137-4954-8a10-227c9ee38df5,connection,2025-08-20T12:57:55,2025-08-20T13:55:55,2025-08-20T13:56:14,dpi-mumbai-01,1.0,sub_4aa10f2a,ACCT-409985,Individual,ENT-GLOBEX,True,r-f1917e,2025-08-20T12:57:55,2025-08-20T13:55:55,4G,bng-blr-1,227.7.28.37,17702,,pppoe-e3a612,dhcp-ca6398,74.15.76.192,37299,,79:13:40:0d:6f:88,Linux,Laptop,Mozilla/5.0 (Linux; Android 12),255.133.80.154,27858,,cdn.soylent.co,32105,UK,London,nat-be29b7,57.152.99.124,25764,pool-20,cgn-4,IPv6,QUIC,HTTP2,TLS1.3-CHACHA20,EF,pol-158,block,14770807,15745325,265148,62256,1774,22,49,6,14,85.84,4.99,2.3,,202.49.212.148,NXDOMAIN,,,,,,pop-BLR,IN,Delhi,84.48496105,15.37875394,phishing,,1,0.53,Govt-500M,84890,True,,streaming,0.92,True,6184a1838712499090b5a988add11844,proc-blr-03,74.15.76.192 -> 75.73.63.231 -> 255.133.80.154
478e5424-e2e5-4163-9304-c79bdb036e5f,connection,2025-08-21T08:14:07,2025-08-21T08:40:07,2025-08-21T08:40:22,dpi-blr-03,1.0,sub_58f8c9c9,ACCT-721575,Government,ENT-GLOBEX,True,r-ea5a64,2025-08-21T08:14:07,2025-08-21T08:40:07,5G,bng-mum-4,125.177.252.62,48049,,pppoe-b57bc1,dhcp-5be0d8,226.83.60.164,49785,,e1:45:00:90:cf:c6,Windows,Mobile,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),69.78.175.25,40884,,test.net,46709,IN,London,nat-38a196,135.244.186.197,37434,pool-17,cgn-6,IPv6,TCP,MQTT,TLS1.3-AES256-GCM,BE,pol-175,allow,32013861,49234263,270403,482874,3014,48,5,8,15,32.56,11.81,4.15,,3.38.70.169,NOERROR,,,,,,pop-DEL,IN,Delhi,89.08404322,26.59832853,botnet,,3,0.24,Enterprise-1G,156397,True,,gaming,0.53,False,e3d7dec2dc594fe5b04d2c10013c9ec7,proc-mumbai-02,226.83.60.164 -> 221.195.150.58 -> 69.78.175.25
18ab858e-f44d-4850-999c-03e6653ae9bc,connection,2025-08-21T23:56:07,2025-08-22T00:47:07,2025-08-22T00:47:29,dpi-blr-03,1.0,sub_d2056adc,ACCT-662260,Government,ENT-GLOBEX,True,r-bdcbf5,2025-08-21T23:56:07,2025-08-22T00:47:07,5G,bng-mum-5,189.106.69.206,37859,,pppoe-b141a4,dhcp-8e660f,247.105.182.73,55763,,85:c6:b1:63:88:ea,iOS,Laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),127.117.196.227,27019,,test.net,53934,IN,London,nat-0d28b0,88.33.38.177,18542,pool-16,cgn-7,IPv4,TCP,HTTP2,TLS1.3-CHACHA20,BE,pol-180,allow,49795254,1745256,200933,463505,2312,29,3,8,19,30.03,5.11,4.2,,223.146.57.49,SERVFAIL,,,,,,pop-DEL,IN,Pune,86.76168614,22.85177693,,,3,0.29,Retail-100M,14127,True,,streaming,0.97,True,624df066de0246218dad037d4297b90c,proc-delhi-01,247.105.182.73 -> 182.17.6.15 -> 127.117.196.227
b651e9b1-0357-4c12-ab72-2afebbd93590,connection,2025-08-20T16:43:00,2025-08-20T16:55:00,2025-08-20T16:55:02,dpi-blr-03,1.0,sub_a2be941a,ACCT-989508,Enterprise,ENT-GLOBEX,True,r-8e9427,2025-08-20T16:43:00,2025-08-20T16:55:00,4G,bng-blr-4,120.209.10.20,47146,,pppoe-2fb92c,dhcp-6f1d4e,214.22.95.22,28896,,af:83:80:c4:40:76,Windows,Laptop,Mozilla/5.0 (Linux; Android 12),109.18.201.151,18948,,cdn.stark.in,43199,US,London,nat-332fe4,35.213.10.73,43727,pool-17,cgn-1,IPv4,QUIC,HTTP2,TLS1.3-CHACHA20,EF,pol-560,rate_limit,2966589,25481500,256469,67309,584,43,0,0,4,56.94,1.49,0.98,,154.168.238.165,NXDOMAIN,,,,,,pop-DEL,IN,Bangalore,80.23904979,15.15347098,phishing,,2,0.33,Govt-500M,111073,False,,streaming,0.5,True,66c4a0ca88a14c0fa310647ad6bfb3cc,proc-delhi-01,214.22.95.22 -> 99.221.221.94 -> 109.18.201.151
b6c9920f-5236-4a1a-9acf-442de5b75172,policy_match,2025-08-22T06:34:18,2025-08-22T07:31:18,2025-08-22T07:31:31,dpi-blr-03,1.0,sub_11f8a621,ACCT-943750,Government,ENT-GLOBEX,True,r-064a70,2025-08-22T06:34:18,2025-08-22T07:31:18,3G,bng-mum-3,140.221.219.141,58952,,pppoe-ab0e65,dhcp-ea221b,81.234.231.76,25047,,60:cb:e8:9b:bc:5d,Android,Laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),22.177.248.78,55496,,cdn.soylent.co,13706,UK,Sydney,nat-6e626a,180.223.11.72,50799,pool-20,cgn-5,IPv6,UDP,MQTT,TLS1.3-CHACHA20,BE,pol-464,block,45295662,38269198,243610,33306,612,4,27,10,9,71.41,5.59,4.49,,88.48.214.218,SERVFAIL,,,,,,pop-BLR,IN,Delhi,73.86206428,24.87718408,,,2,0.13,Enterprise-1G,38792,False,,streaming,0.89,True,09dcc74a4bba490e9f2ba36640bc4951,proc-mumbai-02,81.234.231.76 -> 191.10.197.208 -> 22.177.248.78
32494579-2515-4067-b3fb-ae2aeffabcba,connection,2025-08-22T14:15:35,2025-08-22T14:36:35,2025-08-22T14:36:41,dpi-mumbai-01,1.0,sub_e93cd60c,ACCT-794005,Enterprise,ENT-GLOBEX,True,r-476177,2025-08-22T14:15:35,2025-08-22T14:36:35,5G,bng-del-1,159.85.2.32,48912,,pppoe-e28bc3,dhcp-d2d5ca,103.84.209.206,64533,,d2:f6:ba:36:76:41,Android,Router,Mozilla/5.0 (Linux; Android 12),98.44.5.235,27627,,cdn.stark.in,47650,UK,Delhi,nat-84ebda,42.253.211.159,27673,pool-20,cgn-2,IPv4,QUIC,HTTP2,TLS1.3-AES256-GCM,EF,pol-402,block,36262332,44151038,201045,204715,1140,41,43,7,12,86.44,19.62,3.21,,78.146.136.193,NXDOMAIN,,,,,,pop-BLR,IN,Mumbai,75.35584661,25.91968192,,,3,0.76,Enterprise-1G,9164,False,,gaming,0.57,True,be4a3793b3074c568b3be029db16b3c7,proc-delhi-01,103.84.209.206 -> 60.208.42.213 -> 98.44.5.235
00045a16-a59b-4ce9-8b14-d77485777862,policy_match,2025-08-22T01:11:41,2025-08-22T02:10:41,2025-08-22T02:10:45,dpi-delhi-02,1.0,sub_a290e239,ACCT-643385,Enterprise,ENT-GLOBEX,True,r-38d231,2025-08-22T01:11:41,2025-08-22T02:10:41,4G,bng-blr-3,139.163.40.228,29516,,pppoe-3dbc17,dhcp-fc0d1d,71.236.30.157,10970,,10:f3:d2:57:0f:ed,Android,Mobile,curl/8.0.1,129.117.23.165,13798,,cdn.soylent.co,19745,IN,Delhi,nat-15834c,228.99.57.79,27221,pool-8,cgn-5,IPv6,TCP,MQTT,TLS1.3-AES256-GCM,EF,pol-310,block,13316516,13180392,114908,204879,1062,34,35,2,18,90.53,4.25,2.37,,31.76.60.67,NXDOMAIN,,,,,,pop-MUM,IN,Mumbai,74.69774084,17.04452649,phishing,,0,0.78,Retail-100M,87070,False,,streaming,0.87,False,4be345ec7b3e4d1dbdb004d90e31d481,proc-mumbai-02,71.236.30.157 -> 114.238.243.173 -> 129.117.23.165
f0c570e8-72fb-4dbe-b649-41177197529f,connection,2025-08-21T18:16:36,2025-08-21T18:42:36,2025-08-21T18:42:54,dpi-mumbai-01,1.0,sub_44b7dc4d,ACCT-832239,Individual,ENT-GLOBEX,True,r-312f7f,2025-08-21T18:16:36,2025-08-21T18:42:36,4G,bng-del-2,199.124.155.64,39268,,pppoe-99f267,dhcp-338a26,62.82.54.247,42778,,6a:9f:c2:3b:81:c4,Android,Mobile,Mozilla/5.0 (Linux; Android 12),198.99.81.241,47816,,cdn.soylent.co,26219,IN,Mumbai,nat-66d9e7,242.184.144.155,32944,pool-16,cgn-2,IPv6,QUIC,KERBEROS,TLS1.3-AES256-GCM,BE,pol-899,rate_limit,16189435,38592279,420354,135445,1746,49,30,6,13,15.08,9.12,2.09,,240.153.27.251,SERVFAIL,,,,,,pop-BLR,IN,Mumbai,81.84829665,27.42031126,phishing,,0,0.52,Enterprise-1G,42873,True,,internet,0.76,True,b2e2174cf236447cb4f7983d5c50d3a4,proc-blr-03,62.82.54.247 -> 95.184.37.25 -> 198.99.81.241
ffea9464-3c42-47aa-99a8-0cbd00812d1f,connection,2025-08-22T12:48:29,2025-08-22T13:33:29,2025-08-22T13:33:58,dpi-blr-03,1.0,sub_b5beeac3,ACCT-268159,Individual,ENT-GLOBEX,True,r-14fc7c,2025-08-22T12:48:29,2025-08-22T13:33:29,3G,bng-blr-1,21.103.204.49,30621,,pppoe-1810bc,dhcp-5a856e,241.87.201.76,56049,,0c:e4:37:23:1e:57,Android,Router,Mozilla/5.0 (Linux; Android 12),27.84.49.36,52789,,example.org,48296,UK,London,nat-152053,214.161.254.96,27270,pool-9,cgn-8,IPv4,UDP,MQTT,TLS1.3-AES256-GCM,BE,pol-545,rate_limit,35734118,8352730,237006,245735,1005,31,21,1,13,12.63,16.87,2.04,,13.103.70.175,SERVFAIL,,,,,,pop-BLR,IN,Delhi,85.00579768,21.0595432,botnet,,1,0.13,Retail-100M,4379,True,,internet,0.75,True,4a3f9970dbe342d18c407151d310f24d,proc-delhi-01,241.87.201.76 -> 135.217.134.216 -> 27.84.49.36
95412133-50f8-4a80-ba4a-f900d4421d8a,connection,2025-08-21T07:11:22,2025-08-21T07:45:22,2025-08-21T07:45:47,dpi-delhi-02,1.0,sub_80d3f6d3,ACCT-435641,Government,ENT-GLOBEX,True,r-ade55f,2025-08-21T07:11:22,2025-08-21T07:45:22,3G,bng-mum-2,198.137.101.30,30232,,pppoe-da76ea,dhcp-6ee961,169.64.123.76,50890,,c1:19:9e:48:41:54,Linux,Laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),240.230.224.144,62990,,cdn.soylent.co,26599,AU,Delhi,nat-8fd767,211.96.187.20,14045,pool-18,cgn-2,IPv4,TCP,KERBEROS,TLS1.3-CHACHA20,EF,pol-195,allow,10509896,43691647,340888,482042,3951,19,14,2,0,23.51,9.32,1.58,,212.1.140.151,SERVFAIL,,,,,,pop-DEL,IN,Mumbai,78.48818044,26.75051209,,,0,0.45,Retail-100M,51374,False,,gaming,0.87,False,edff1888f41943dd9bb1a4571112347f,proc-delhi-01,169.64.123.76 -> 124.91.12.119 -> 240.230.224.144
b884b437-4204-4eb8-8ce5-f18de3db608d,connection,2025-08-20T13:04:31,2025-08-20T13:24:31,2025-08-20T13:24:37,dpi-blr-03,1.0,sub_588435b9,ACCT-566802,Government,ENT-GLOBEX,True,r-c16db1,2025-08-20T13:04:31,2025-08-20T13:24:31,5G,bng-blr-5,112.42.61.83,26108,,pppoe-473922,dhcp-fadf20,137.203.243.190,5100,,f0:92:f6:25:e0:3e,Windows,Router,curl/8.0.1,12.90.228.245,55116,,cdn.stark.in,45046,AU,London,nat-304094,93.72.73.46,16188,pool-1,cgn-2,IPv6,TCP,KERBEROS,TLS1.3-AES256-GCM,BE,pol-638,block,39761269,14818171,390030,301445,2388,47,33,4,2,75.32,19.07,4.05,,206.53.145.18,NOERROR,,,,,,pop-BLR,IN,Bangalore,77.38160383,17.36784175,botnet,,0,0.36,Enterprise-1G,176161,True,,internet,0.66,False,a0862678483a4ac6b1b8e8bda14ad1ec,proc-blr-03,137.203.243.190 -> 31.221.56.139 -> 12.90.228.245
06648909-0b4d-4add-b5d0-cb43efe3a652,policy_match,2025-08-21T11:47:34,2025-08-21T12:30:34,2025-08-21T12:31:02,dpi-delhi-02,1.0,sub_858af76b,ACCT-811592,Government,ENT-GLOBEX,True,r-785b34,2025-08-21T11:47:34,2025-08-21T12:30:34,5G,bng-mum-4,32.192.106.66,21187,,pppoe-8caf94,dhcp-9bf80b,165.86.244.96,14932,,ef:f8:8c:75:db:c7,Android,Laptop,Mozilla/5.0 (Linux; Android 12),72.237.5.66,33750,,test.net,32351,UK,London,nat-41cc82,44.27.16.49,53718,pool-9,cgn-2,IPv4,UDP,HTTP2,TLS1.3-AES256-GCM,BE,pol-652,block,29393909,26811556,341112,331282,474,27,9,8,1,50.48,2.66,1.65,,21.92.249.29,NOERROR,,,,,,pop-DEL,IN,Mumbai,85.93784679,20.76998584,,,2,0.15,Govt-500M,184525,False,,gaming,0.53,True,e1854df3e8a7489fb2b0dcff0bf8c3fc,proc-delhi-01,165.86.244.96 -> 120.199.82.207 -> 72.237.5.66
c68a9e9e-b760-4f84-86ef-93d44c07639e,policy_match,2025-08-22T06:15:00,2025-08-22T06:42:00,2025-08-22T06:42:16,dpi-delhi-02,1.0,sub_0986a68f,ACCT-577649,Enterprise,ENT-GLOBEX,True,r-864fb3,2025-08-22T06:15:00,2025-08-22T06:42:00,4G,bng-blr-1,174.93.245.136,14782,,pppoe-f96af3,dhcp-186ed7,82.239.193.188,9814,,39:48:05:a7:7f:8d,Windows,Mobile,curl/8.0.1,149.169.79.8,57579,,cdn.soylent.co,52042,AU,Mumbai,nat-298fe7,14.159.41.160,42510,pool-16,cgn-4,IPv4,QUIC,MQTT,TLS1.3-CHACHA20,BE,pol-617,rate_limit,38474635,14557981,443183,285322,1701,14,35,1,9,12.44,17.55,2.27,,241.175.45.224,NOERROR,,,,,,pop-DEL,IN,Delhi,85.68684248,18.23177288,,,1,0.57,Retail-100M,22483,True,,gaming,0.93,True,2ff68085896d43b3b3759b35a79d2683,proc-blr-03,82.239.193.188 -> 88.249.43.129 -> 149.169.79.8
2828f05e-7754-4910-94f1-29e03652deb0,connection,2025-08-20T08:23:42,2025-08-20T08:56:42,2025-08-20T08:57:00,dpi-mumbai-01,1.0,sub_2a9fdaf6,ACCT-833378,Individual,ENT-GLOBEX,True,r-a726f9,2025-08-20T08:23:42,2025-08-20T08:56:42,5G,bng-del-3,119.215.73.193,32555,,pppoe-c52fb1,dhcp-1af0e8,85.57.174.255,40917,,6f:2c:5d:2a:c5:16,Linux,Mobile,Mozilla/5.0 (Linux; Android 12),197.193.175.117,32120,,cdn.stark.in,32492,US,Sydney,nat-2ea5f6,85.235.173.166,3770,pool-3,cgn-2,IPv4,UDP,HTTP2,TLS1.3-AES256-GCM,EF,pol-814,allow,47431998,37632859,216200,481253,1218,43,40,7,9,90.11,1.32,2.09,,214.253.88.37,NOERROR,,,,,,pop-BLR,IN,Mumbai,76.36374165,20.1536919,,,1,0.0,Enterprise-1G,13571,False,,streaming,0.99,True,420a1cd3219a40beadb896607aa3208a,proc-blr-03,85.57.174.255 -> 134.248.231.68 -> 197.193.175.117
18f7161a-16a4-4077-8f83-9cd96f7d6fbe,connection,2025-08-20T18:59:26,2025-08-20T19:28:26,2025-08-20T19:28:45,dpi-blr-03,1.0,sub_fff5dcf8,ACCT-176441,Enterprise,ENT-GLOBEX,True,r-fa038a,2025-08-20T18:59:26,2025-08-20T19:28:26,3G,bng-mum-1,65.229.4.134,29384,,pppoe-727967,dhcp-ae174b,95.140.124.63,24309,,1b:78:54:6d:ed:4e,Windows,Router,curl/8.0.1,70.201.178.186,31808,,test.net,40337,UK,Delhi,nat-faf33b,142.140.238.125,35409,pool-14,cgn-3,IPv6,TCP,HTTP2,TLS1.3-CHACHA20,BE,pol-124,rate_limit,1407843,29100568,190006,140114,1462,48,14,7,7,23.58,3.7,2.22,,112.150.131.136,NOERROR,,,,,,pop-DEL,IN,Mumbai,80.70333327,22.12712057,,,1,0.53,Enterprise-1G,149938,True,,gaming,0.57,False,538d154576304fb7a785927f5d411e43,proc-blr-03,95.140.124.63 -> 254.8.9.142 -> 70.201.178.186
96fc12d7-ed1c-48fe-aed1-fac3f64a4d35,policy_match,2025-08-21T22:43:59,2025-08-21T22:59:59,2025-08-21T23:00:27,dpi-mumbai-01,1.0,sub_6f6e9787,ACCT-593145,Individual,ENT-GLOBEX,True,r-b36bdf,2025-08-21T22:43:59,2025-08-21T22:59:59,3G,bng-del-1,118.131.111.19,56446,,pppoe-f24123,dhcp-9dff43,202.116.134.235,44488,,5e:f4:b9:96:8d:fa,Windows,Laptop,Mozilla/5.0 (Linux; Android 12),212.77.31.210,36886,,cdn.stark.in,51121,AU,Mumbai,nat-cb4319,233.62.76.240,12722,pool-4,cgn-10,IPv6,UDP,HTTP2,TLS1.3-AES256-GCM,BE,pol-508,rate_limit,6667151,5563380,465774,27063,2089,30,43,8,6,72.23,14.62,2.79,,51.212.23.121,SERVFAIL,,,,,,pop-DEL,IN,Mumbai,83.50323118,21.51167775,botnet,,3,0.52,Enterprise-1G,135172,False,,internet,0.98,True,be7b5675703b4c5cad9af759feadc73b,proc-delhi-01,202.116.134.235 -> 163.19.103.214 -> 212.77.31.210
9b706627-4664-4151-b4d0-312042257a70,flow_log,2025-08-22T14:46:42,2025-08-22T15:06:42,2025-08-22T15:07:11,dpi-blr-03,1.0,sub_e2f74118,ACCT-776575,Government,ENT-GLOBEX,True,r-f60382,2025-08-22T14:46:42,2025-08-22T15:06:42,4G,bng-del-1,120.11.182.63,56030,,pppoe-42cf1e,dhcp-e5c7b0,195.190.185.78,41288,,4e:c2:42:86:ec:93,Android,Router,curl/8.0.1,183.105.120.170,40743,,test.net,54869,AU,London,nat-c82e5c,230.51.183.72,2907,pool-18,cgn-7,IPv4,QUIC,MQTT,TLS1.3-AES256-GCM,BE,pol-224,rate_limit,48985488,6328155,123912,184883,2599,12,49,2,10,80.41,15.74,3.34,,247.130.16.190,NOERROR,,,,,,pop-MUM,IN,Delhi,88.03719467,22.31406751,botnet,,3,0.32,Govt-500M,84922,False,,gaming,0.83,False,c590b4b77ed947e880a7fbfb65daa2ce,proc-mumbai-02,195.190.185.78 -> 211.38.136.216 -> 183.105.120.170
574766fe-beb0-43c9-b483-e1b898e7b5ac,policy_match,2025-08-21T03:00:20,2025-08-21T03:08:20,2025-08-21T03:08:47,dpi-mumbai-01,1.0,sub_a04dda0f,ACCT-599900,Individual,ENT-GLOBEX,True,r-fd2a58,2025-08-21T03:00:20,2025-08-21T03:08:20,3G,bng-del-4,203.73.156.198,45187,,pppoe-942aa6,dhcp-30d3c2,6.142.251.167,47993,,40:43:45:62:5b:bb,iOS,Mobile,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),40.43.253.154,48625,,cdn.soylent.co,23734,IN,Sydney,nat-a0ce1f,194.180.57.92,7608,pool-2,cgn-8,IPv6,TCP,KERBEROS,TLS1.3-CHACHA20,BE,pol-212,allow,48118339,3340047,376567,433956,1104,34,45,0,9,75.61,1.84,2.24,,143.157.255.224,NOERROR,,,,,,pop-BLR,IN,Mumbai,80.52263115,18.17683381,botnet,,1,0.3,Retail-100M,38156,True,,internet,0.85,True,cad9ec293d9444fb9ade3ea725333864,proc-mumbai-02,6.142.251.167 -> 200.116.73.86 -> 40.43.253.154
cd6d43c5-f5f6-4866-9bac-9c0401d0f546,policy_match,2025-08-21T06:49:34,2025-08-21T07:23:34,2025-08-21T07:23:37,dpi-blr-03,1.0,sub_3ca9d5a0,ACCT-132018,Government,ENT-GLOBEX,True,r-6e2f32,2025-08-21T06:49:34,2025-08-21T07:23:34,4G,bng-mum-4,24.205.9.163,32301,,pppoe-567d1f,dhcp-87c6c4,2.104.33.239,18685,,4f:48:87:dd:e3:c1,Linux,Laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),199.222.15.159,43786,,test.net,43482,IN,Sydney,nat-641203,49.118.171.27,55468,pool-10,cgn-9,IPv4,TCP,MQTT,TLS1.3-AES256-GCM,BE,pol-784,block,20362466,42004882,128490,215775,1256,37,33,8,15,12.5,19.95,1.97,,7.24.98.205,NXDOMAIN,,,,,,pop-DEL,IN,Mumbai,79.57698472,24.21473502,phishing,,2,0.0,Enterprise-1G,196650,False,,streaming,0.94,True,33b348dba9a54ad99a45f84bc5d2f264,proc-mumbai-02,2.104.33.239 -> 232.138.11.149 -> 199.222.15.159
40b85ab1-48eb-4479-9835-87709627c3f5,policy_match,2025-08-20T17:50:29,2025-08-20T18:09:29,2025-08-20T18:09:33,dpi-blr-03,1.0,sub_1d49b638,ACCT-366548,Individual,ENT-GLOBEX,True,r-9d5f33,2025-08-20T17:50:29,2025-08-20T18:09:29,3G,bng-mum-1,130.192.148.42,11796,,pppoe-a6bcc4,dhcp-cf3761,137.253.35.36,24153,,59:48:08:e9:e2:2a,Linux,Router,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5),43.31.224.93,57611,,cdn.stark.in,13827,US,London,nat-27371b,145.127.202.49,36350,pool-8,cgn-4,IPv6,TCP,MQTT,TLS1.3-AES256-GCM,EF,pol-497,block,37316504,29031316,76380,90193,2075,29,35,6,10,91.58,2.61,0.85,,168.108.126.23,NXDOMAIN,,,,,,pop-BLR,IN,Mumbai,82.19796838,20.79808172,,,1,0.81,Govt-500M,179879,True,,gaming,0.99,False,8cc356260d44461a9c9cb916e4184130,proc-mumbai-02,137.253.35.36 -> 139.243.118.102 -> 43.31.224.93
